PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
00278	12605517	-0.292989	9.799327	0.102588	0.000266	-0.001275	-0.002949
00279	12605567	-0.303609	9.827102	0.108430	-0.001433	0.003053	-0.002825
00280	12605617	-0.316045	9.816694	0.112180	-0.003656	0.003829	-0.000761
00281	12605667	-0.298191	9.821405	0.097913	-0.002883	0.002419	-0.001927
00282	12605717	-0.288846	9.802554	0.096679	-0.004692	0.002101	-0.000451
00283	12605767	-0.289715	9.810425	0.093501	-0.001058	0.001056	-0.003444
00284	12605817	-0.292133	9.808638	0.099544	-0.002240	0.000004	-0.003640
00285	12605867	-0.293332	9.809231	0.106192	-0.001590	0.005248	-0.001786
00286	12605917	-0.297689	9.828835	0.108688	-0.003239	-0.001760	-0.004738
00287	12605967	-0.306952	9.822300	0.094473	-0.007373	-0.000144	-0.001132
00288	12606017	-0.300771	9.810749	0.109688	-0.004914	0.000767	-0.002637
00289	12606067	-0.300530	9.837167	0.088828	-0.004126	0.002033	-0.004682
00290	12606117	-0.297700	9.814831	0.108984	-0.003301	0.001410	-0.002377
00291	12606167	-0.313110	9.835603	0.088128	-0.003427	0.000275	-0.003152
00292	12606217	-0.308896	9.818371	0.101105	-0.002453	0.001907	-0.002795
00293	12606267	-0.292787	9.836385	0.115442	-0.005756	0.001103	-0.003788
00294	12606317	-0.309384	9.807512	0.097207	-0.000712	0.002746	0.000313
00295	12606367	-0.307669	9.820316	0.114587	-0.007521	0.000135	-0.004647
00296	12606417	-0.304178	9.818402	0.118586	-0.004255	-0.001638	0.000554
00297	12606467	-0.292438	9.839430	0.102714	-0.005382	0.000864	0.001594
00298	12606517	-0.294836	9.812135	0.117051	-0.003970	0.003659	-0.000314
00299	12606567	-0.299011	9.843605	0.118955	-0.002448	0.002044	0.000475
00300	12606617	-0.301194	9.825801	0.118158	-0.006164	0.000908	-0.003044
00301	12606667	-0.310492	9.829884	0.107019	-0.001837	0.001497	-0.002798
00302	12606717	-0.311898	9.824556	0.113283	-0.002066	0.000911	-0.002099
00303	12606767	-0.328280	9.835299	0.095683	-0.004487	0.002943	0.000361
00304	12606817	-0.308357	9.805341	0.131762	-0.004213	0.000138	0.000341
00305	12606867	-0.298393	9.816781	0.105625	-0.006617	-0.000715	-0.000748
00306	12606917	-0.314442	9.808133	0.130200	-0.008979	-0.001014	-0.002086
00307	12606967	-0.292278	9.813566	0.087660	-0.006392	-0.000934	-0.000331
00308	12607017	-0.291187	9.818300	0.104992	-0.001355	-0.000164	0.000554
00309	12607067	-0.317356	9.822556	0.115735	-0.003127	0.002123	-0.001445
00310	12607117	-0.301562	9.817137	0.079172	-0.002225	0.004106	-0.001441
00311	12607167	-0.318264	9.819553	0.124818	-0.002146	-0.002602	0.000642
00312	12607217	-0.296720	9.813581	0.067377	-0.000862	0.002229	-0.000878
00313	12607267	-0.306970	9.813957	0.112278	-0.001863	-0.000600	-0.002744
00314	12607317	-0.300815	9.808419	0.091559	-0.006944	0.001605	0.000550
00315	12607367	-0.293373	9.800561	0.099526	-0.004289	0.001524	-0.001448
00316	12607417	-0.299490	9.824139	0.088633	-0.005452	0.004091	0.000813
00317	12607467	-0.309258	9.817854	0.103396	-0.001402	0.003581	0.001859
00318	12607517	-0.310872	9.828468	0.090784	-0.004206	0.002812	-0.001630
00319	12607567	-0.295665	9.827878	0.110829	-0.001811	0.001018	-0.000394
00320	12607617	-0.312506	9.831126	0.086453	-0.003069	-0.001715	-0.000282
00321	12607667	-0.314334	9.806819	0.107837	-0.004313	0.002002	-0.004264
00322	12607717	-0.312353	9.835827	0.089361	-0.005066	0.001867	-0.000963
00323	12607767	-0.299673	9.818736	0.115379	-0.002456	0.001298	-0.000749
00324	12607817	-0.300668	9.831526	0.100693	-0.000653	0.001913	0.000626
00325	12607867	-0.311151	9.814885	0.125778	-0.003300	-0.003654	-0.001059
00326	12607917	-0.294827	9.807596	0.118958	-0.002372	0.001428	-0.002641
00327	12607967	-0.279192	9.789057	0.103096	-0.005099	0.001930	0.000961
00328	12608017	-0.303755	9.819561	0.105160	-0.004219	0.003034	-0.004034
00329	12608067	-0.323848	9.832273	0.111205	-0.003306	-0.001430	-0.001621
00330	12608117	-0.319993	9.821404	0.126579	-0.005390	0.002055	-0.001021
00331	12608167	-0.309199	9.820681	0.104746	-0.005151	-0.000786	-0.002708
00332	12608217	-0.295497	9.822921	0.109409	-0.004895	-0.001983	-0.005279
